model,number,is_prime,score
gpt-4-0613,35671,True,0
gpt-3.5-turbo-0301,79477,False,1
gpt-3.5-turbo-0613,98244,False,1
gpt-4-0314,30420,False,1
gpt-4-0613,54502,False,1
gpt-3.5-turbo-0301,50912,False,1
gpt-3.5-turbo-0613,74600,False,1
gpt-4-0314,65912,False,1
gpt-4-0613,27976,False,1
gpt-3.5-turbo-0301,92599,False,1
gpt-3.5-turbo-0613,18825,False,0
gpt-4-0314,22569,False,0
gpt-4-0613,61291,True,0
gpt-3.5-turbo-0301,28710,False,1
gpt-3.5-turbo-0613,90658,False,1
gpt-4-0314,94516,False,1
gpt-4-0613,51126,False,1
gpt-3.5-turbo-0301,20794,False,1
gpt-3.5-turbo-0613,20808,False,1
gpt-4-0314,24638,False,1
gpt-4-0613,53608,False,1
gpt-3.5-turbo-0301,53849,True,0
gpt-3.5-turbo-0613,91720,False,1
gpt-4-0314,60457,True,1
gpt-4-0613,93354,False,1
gpt-3.5-turbo-0301,93488,False,1
gpt-3.5-turbo-0613,33853,False,0
gpt-4-0314,43226,False,1
gpt-4-0613,77799,False,1
gpt-3.5-turbo-0301,12974,False,1
gpt-3.5-turbo-0613,21974,False,1
gpt-4-0314,15245,False,1
gpt-4-0613,16235,False,1
gpt-3.5-turbo-0301,31769,True,0
gpt-3.5-turbo-0613,32478,False,1
gpt-4-0314,57565,False,1
gpt-4-0613,11114,False,1
gpt-3.5-turbo-0301,23883,False,1
gpt-3.5-turbo-0613,30123,False,1
gpt-4-0314,96509,False,0
gpt-4-0613,58690,False,1
gpt-3.5-turbo-0301,23890,False,1
gpt-3.5-turbo-0613,17248,False,1
gpt-4-0314,68312,False,1
gpt-4-0613,50424,False,1
gpt-3.5-turbo-0301,64313,False,1
gpt-3.5-turbo-0613,97322,False,1
gpt-4-0314,71934,False,1
gpt-4-0613,41512,False,1
gpt-3.5-turbo-0301,52335,False,1
gpt-3.5-turbo-0613,64755,False,1
gpt-4-0314,77819,False,0
gpt-4-0613,35604,False,1
gpt-3.5-turbo-0301,96576,False,1
gpt-3.5-turbo-0613,41824,False,1
gpt-4-0314,65284,False,1
gpt-4-0613,31713,False,1
gpt-3.5-turbo-0301,40638,False,1
gpt-3.5-turbo-0613,45866,False,1
gpt-4-0314,83233,True,1
gpt-4-0613,88531,False,1
gpt-3.5-turbo-0301,73280,False,1
gpt-3.5-turbo-0613,85872,False,1
gpt-4-0314,47076,False,1
gpt-4-0613,16817,False,1
gpt-3.5-turbo-0301,94343,True,0
gpt-3.5-turbo-0613,51344,False,1
gpt-4-0314,97664,False,1
gpt-4-0613,28212,False,1
gpt-3.5-turbo-0301,74414,False,1
gpt-3.5-turbo-0613,55724,False,1
gpt-4-0314,37041,False,0
gpt-4-0613,28757,False,1
gpt-3.5-turbo-0301,37697,False,1
gpt-3.5-turbo-0613,62568,False,1
gpt-4-0314,65791,False,0
gpt-4-0613,82968,False,1
gpt-3.5-turbo-0301,41447,False,1
gpt-3.5-turbo-0613,83520,False,1
gpt-4-0314,27434,False,1
gpt-4-0613,30826,False,1
gpt-3.5-turbo-0301,79294,False,1
gpt-3.5-turbo-0613,41051,True,1
gpt-4-0314,56396,False,1
gpt-4-0613,41595,False,1
gpt-3.5-turbo-0301,86309,False,1
gpt-3.5-turbo-0613,39608,False,1
gpt-4-0314,19336,False,1
gpt-4-0613,84046,False,1
gpt-3.5-turbo-0301,85207,False,1
gpt-3.5-turbo-0613,44835,False,1
gpt-4-0314,62397,False,0
gpt-4-0613,61693,False,1
gpt-3.5-turbo-0301,17350,False,1
gpt-3.5-turbo-0613,81251,False,0
gpt-4-0314,37422,False,1
gpt-4-0613,59059,False,1
gpt-3.5-turbo-0301,79664,False,1
gpt-3.5-turbo-0613,24213,False,0
gpt-4-0314,99489,False,0
gpt-4-0613,44255,False,1
gpt-3.5-turbo-0301,33886,False,1
gpt-3.5-turbo-0613,35460,False,1
gpt-4-0314,63755,False,1
gpt-4-0613,41974,False,1
gpt-3.5-turbo-0301,41252,False,1
gpt-3.5-turbo-0613,10197,False,0
gpt-4-0314,35195,False,1
gpt-4-0613,80155,False,1
gpt-3.5-turbo-0301,57492,False,1
gpt-3.5-turbo-0613,42366,False,1
gpt-4-0314,80238,False,1
gpt-4-0613,64564,False,1
gpt-3.5-turbo-0301,25017,False,1
gpt-3.5-turbo-0613,36708,False,1
gpt-4-0314,90320,False,1
gpt-4-0613,80606,False,1
gpt-3.5-turbo-0301,75196,False,1
gpt-3.5-turbo-0613,74454,False,1
gpt-4-0314,75373,False,0
gpt-4-0613,72231,False,0
gpt-3.5-turbo-0301,37368,False,1
gpt-3.5-turbo-0613,64662,False,1
gpt-4-0314,79085,False,0
gpt-4-0613,83963,False,0
gpt-3.5-turbo-0301,53699,True,0
gpt-3.5-turbo-0613,33992,False,1
gpt-4-0314,33954,False,1
gpt-4-0613,27092,False,1
gpt-3.5-turbo-0301,91054,False,0
gpt-3.5-turbo-0613,84190,False,1
gpt-4-0314,58188,False,1
gpt-4-0613,36022,False,1
gpt-3.5-turbo-0301,66473,False,1
gpt-3.5-turbo-0613,34474,False,1
gpt-4-0314,76904,False,1
gpt-4-0613,19505,False,1
gpt-3.5-turbo-0301,18674,False,1
gpt-3.5-turbo-0613,18875,False,1
gpt-4-0314,20732,False,1
gpt-4-0613,75909,False,1
gpt-3.5-turbo-0301,58407,False,1
gpt-3.5-turbo-0613,30524,False,1
gpt-4-0314,79283,True,1
gpt-4-0613,28228,False,1
gpt-3.5-turbo-0301,42625,False,1
gpt-3.5-turbo-0613,36020,False,1
gpt-4-0314,91243,True,1
gpt-4-0613,64459,False,1
gpt-3.5-turbo-0301,69752,False,1
gpt-3.5-turbo-0613,79568,False,1
gpt-4-0314,81075,False,1
gpt-4-0613,85505,False,1
gpt-3.5-turbo-0301,98517,False,1
gpt-3.5-turbo-0613,23918,False,1
gpt-4-0314,15172,False,1
gpt-4-0613,96542,False,1
gpt-3.5-turbo-0301,26659,False,1
gpt-3.5-turbo-0613,22861,True,1
gpt-4-0314,53583,False,0
gpt-4-0613,60218,False,1
gpt-3.5-turbo-0301,24173,False,1
gpt-3.5-turbo-0613,19473,False,0
gpt-4-0314,39809,False,0
gpt-4-0613,21532,False,1
gpt-3.5-turbo-0301,17257,True,0
gpt-3.5-turbo-0613,87373,False,0
gpt-4-0314,23353,False,0
gpt-4-0613,41615,False,1
gpt-3.5-turbo-0301,57331,True,0
gpt-3.5-turbo-0613,72338,False,1
gpt-4-0314,98205,False,1
gpt-4-0613,81529,False,0
gpt-3.5-turbo-0301,22252,False,1
gpt-3.5-turbo-0613,49164,False,1
gpt-4-0314,13819,False,0
gpt-4-0613,24235,False,1
gpt-3.5-turbo-0301,41033,False,1
gpt-3.5-turbo-0613,43254,False,1
gpt-4-0314,90484,False,1
gpt-4-0613,96490,False,1
gpt-3.5-turbo-0301,87412,False,1
gpt-3.5-turbo-0613,52638,False,1
gpt-4-0314,90306,False,1
gpt-4-0613,66368,False,1
gpt-3.5-turbo-0301,28510,False,1
gpt-3.5-turbo-0613,47682,False,1
gpt-4-0314,88460,False,1
gpt-4-0613,81662,False,1
gpt-3.5-turbo-0301,98840,False,1
gpt-3.5-turbo-0613,78141,False,0
gpt-4-0314,69837,False,0
gpt-4-0613,41473,False,1
gpt-3.5-turbo-0301,46454,False,1
gpt-3.5-turbo-0613,48288,False,1
gpt-4-0314,38118,False,1
gpt-4-0613,27341,False,1
gpt-3.5-turbo-0301,57361,False,0
gpt-3.5-turbo-0613,94592,False,1
gpt-4-0314,79599,False,0
gpt-4-0613,47219,False,1
gpt-3.5-turbo-0301,56955,False,0
gpt-3.5-turbo-0613,53233,True,1
gpt-4-0314,33140,False,1
gpt-4-0613,31164,False,1
gpt-3.5-turbo-0301,53504,False,1
gpt-3.5-turbo-0613,52075,False,1
gpt-4-0314,14307,False,0
gpt-4-0613,85104,False,1
gpt-3.5-turbo-0301,24237,False,1
gpt-3.5-turbo-0613,34325,False,0
gpt-4-0314,63297,False,0
gpt-4-0613,44379,False,1
gpt-3.5-turbo-0301,80727,False,1
gpt-3.5-turbo-0613,45915,False,1
gpt-4-0314,50497,True,1
gpt-4-0613,41654,False,1
gpt-3.5-turbo-0301,44503,False,1
gpt-3.5-turbo-0613,52650,False,1
gpt-4-0314,16707,False,0
gpt-4-0613,22974,False,1
gpt-3.5-turbo-0301,44337,False,1
gpt-3.5-turbo-0613,87466,False,1
gpt-4-0314,59367,False,0
gpt-4-0613,68327,False,1
gpt-3.5-turbo-0301,73586,False,1
gpt-3.5-turbo-0613,40794,False,1
gpt-4-0314,12652,False,1
gpt-4-0613,39966,False,1
gpt-3.5-turbo-0301,25429,False,1
gpt-3.5-turbo-0613,90064,False,1
gpt-4-0314,55935,False,1
gpt-4-0613,31476,False,1
gpt-3.5-turbo-0301,84127,True,0
gpt-3.5-turbo-0613,40244,False,1
gpt-4-0314,92059,False,0
gpt-4-0613,55888,False,1
gpt-3.5-turbo-0301,30980,False,1
gpt-3.5-turbo-0613,97209,False,1
gpt-4-0314,69731,False,0
gpt-4-0613,99343,False,1
gpt-3.5-turbo-0301,12143,True,0
gpt-3.5-turbo-0613,75181,True,1
gpt-4-0314,34138,False,1
gpt-4-0613,43182,False,1
gpt-3.5-turbo-0301,20907,False,1
gpt-3.5-turbo-0613,44289,False,0
gpt-4-0314,80132,False,1
gpt-4-0613,22728,False,1
gpt-3.5-turbo-0301,27612,False,1
gpt-3.5-turbo-0613,32218,False,1
gpt-4-0314,29810,False,1
gpt-4-0613,58384,False,1
gpt-3.5-turbo-0301,48301,False,1
gpt-3.5-turbo-0613,25298,False,1
gpt-4-0314,84090,False,1
gpt-4-0613,38416,False,1
gpt-3.5-turbo-0301,27412,False,1
gpt-3.5-turbo-0613,70085,False,1
gpt-4-0314,86264,False,1
gpt-4-0613,30377,False,1
gpt-3.5-turbo-0301,78056,False,1
gpt-3.5-turbo-0613,88907,False,0
gpt-4-0314,12678,False,1
gpt-4-0613,39223,False,1
gpt-3.5-turbo-0301,48096,False,1
gpt-3.5-turbo-0613,31458,False,1
gpt-4-0314,56734,False,1
gpt-4-0613,44336,False,1
gpt-3.5-turbo-0301,45225,False,1
gpt-3.5-turbo-0613,51684,False,1
gpt-4-0314,35410,False,1
gpt-4-0613,22899,False,1
gpt-3.5-turbo-0301,53773,True,0
gpt-3.5-turbo-0613,74866,False,1
gpt-4-0314,61500,False,1
gpt-4-0613,63904,False,1
gpt-3.5-turbo-0301,90176,False,1
gpt-3.5-turbo-0613,53974,False,0
gpt-4-0314,32206,False,1
gpt-4-0613,73510,False,1
gpt-3.5-turbo-0301,18540,False,1
gpt-3.5-turbo-0613,65412,False,1
gpt-4-0314,28166,False,1
gpt-4-0613,69203,True,0
gpt-3.5-turbo-0301,59662,False,1
gpt-3.5-turbo-0613,44041,True,1
gpt-4-0314,56791,False,0
gpt-4-0613,20291,False,1
gpt-3.5-turbo-0301,97931,True,0
gpt-3.5-turbo-0613,80379,False,0
gpt-4-0314,69172,False,1
gpt-4-0613,63127,True,0
gpt-3.5-turbo-0301,34115,False,1
gpt-3.5-turbo-0613,16158,False,1
gpt-4-0314,99303,False,0
gpt-4-0613,18350,False,1
gpt-3.5-turbo-0301,90074,False,1
gpt-3.5-turbo-0613,97887,False,1
gpt-4-0314,47443,False,0
gpt-4-0613,91621,True,0
gpt-3.5-turbo-0301,58418,False,1
gpt-3.5-turbo-0613,59387,True,1
gpt-4-0314,69546,False,1
gpt-4-0613,18124,False,1
gpt-3.5-turbo-0301,66245,False,1
gpt-3.5-turbo-0613,47747,False,0
gpt-4-0314,15502,False,1
gpt-4-0613,42991,False,1
gpt-3.5-turbo-0301,34551,False,1
gpt-3.5-turbo-0613,44719,False,0
gpt-4-0314,91931,False,0
gpt-4-0613,97312,False,1
gpt-3.5-turbo-0301,33653,False,0
gpt-3.5-turbo-0613,25453,True,0
gpt-4-0314,52114,False,1
gpt-4-0613,51430,False,1
gpt-3.5-turbo-0301,14702,False,1
gpt-3.5-turbo-0613,11717,True,1
gpt-4-0314,82068,False,1
gpt-4-0613,20245,False,1
gpt-3.5-turbo-0301,61988,False,1
gpt-3.5-turbo-0613,25319,False,0
gpt-4-0314,97606,False,1
gpt-4-0613,45562,False,1
gpt-3.5-turbo-0301,73186,False,1
gpt-3.5-turbo-0613,62951,False,1
gpt-4-0314,91137,False,0
gpt-4-0613,58212,False,1
gpt-3.5-turbo-0301,66542,False,1
gpt-3.5-turbo-0613,74486,False,0
gpt-4-0314,46226,False,1
gpt-4-0613,50457,False,1
gpt-3.5-turbo-0301,82968,False,1
gpt-3.5-turbo-0613,12169,False,0
gpt-4-0314,64399,True,1
gpt-4-0613,46974,False,1
gpt-3.5-turbo-0301,95485,False,1
gpt-3.5-turbo-0613,98559,False,1
gpt-4-0314,21492,False,1
gpt-4-0613,50789,True,0
gpt-3.5-turbo-0301,42305,False,1
gpt-3.5-turbo-0613,10060,False,1
gpt-4-0314,93882,False,1
gpt-4-0613,46254,False,1
gpt-3.5-turbo-0301,25794,False,1
gpt-3.5-turbo-0613,93839,False,0
gpt-4-0314,56304,False,1
gpt-4-0613,20971,False,1
gpt-3.5-turbo-0301,33029,True,0
gpt-3.5-turbo-0613,98135,False,0
gpt-4-0314,76585,False,1
gpt-4-0613,96435,False,1
gpt-3.5-turbo-0301,23043,False,1
gpt-3.5-turbo-0613,93917,False,0
gpt-4-0314,23354,False,1
gpt-4-0613,31322,False,1
gpt-3.5-turbo-0301,24955,False,1
gpt-3.5-turbo-0613,34501,True,1
gpt-4-0314,14543,True,1
gpt-4-0613,24687,False,1
gpt-3.5-turbo-0301,66413,True,0
gpt-3.5-turbo-0613,62097,False,0
gpt-4-0314,61120,False,1
gpt-4-0613,51788,False,1
gpt-3.5-turbo-0301,79929,False,1
gpt-3.5-turbo-0613,84240,False,1
gpt-4-0314,20632,False,1
gpt-4-0613,19440,False,1
gpt-3.5-turbo-0301,58123,False,1
gpt-3.5-turbo-0613,24769,False,0
gpt-4-0314,65338,False,1
gpt-4-0613,42296,False,1
gpt-3.5-turbo-0301,66496,False,1
gpt-3.5-turbo-0613,87128,False,1
gpt-4-0314,42165,False,1
gpt-4-0613,18868,False,1
gpt-3.5-turbo-0301,82171,True,0
gpt-3.5-turbo-0613,99542,False,1
gpt-4-0314,32971,True,1
gpt-4-0613,88549,False,1
gpt-3.5-turbo-0301,21832,False,1
gpt-3.5-turbo-0613,14844,False,1
gpt-4-0314,83240,False,1
gpt-4-0613,26868,False,1
gpt-3.5-turbo-0301,33408,False,1
gpt-3.5-turbo-0613,72614,False,1
gpt-4-0314,97043,False,0
gpt-4-0613,43617,False,1
gpt-3.5-turbo-0301,51746,False,1
gpt-3.5-turbo-0613,85542,False,1
gpt-4-0314,77644,False,1
gpt-4-0613,83160,False,1
gpt-3.5-turbo-0301,13742,False,1
gpt-3.5-turbo-0613,74707,True,1
gpt-4-0314,68157,False,0
gpt-4-0613,48491,True,0
gpt-3.5-turbo-0301,79657,True,1
gpt-3.5-turbo-0613,94845,False,1
gpt-4-0314,75574,False,1
gpt-4-0613,41687,True,0
gpt-3.5-turbo-0301,94392,False,1
gpt-3.5-turbo-0613,94512,False,1
gpt-4-0314,68222,False,1
gpt-4-0613,47163,False,1
gpt-3.5-turbo-0301,45888,False,1
gpt-3.5-turbo-0613,21508,False,1
gpt-4-0314,82217,True,1
gpt-4-0613,39659,True,0
gpt-3.5-turbo-0301,52548,False,1
gpt-3.5-turbo-0613,78896,False,1
gpt-4-0314,16170,False,1
gpt-4-0613,57617,False,1
gpt-3.5-turbo-0301,60424,False,1
gpt-3.5-turbo-0613,84477,False,1
gpt-4-0314,50206,False,1
gpt-4-0613,41395,False,1
gpt-3.5-turbo-0301,96829,False,1
gpt-3.5-turbo-0613,77769,False,1
gpt-4-0314,17514,False,1
gpt-4-0613,15353,False,1
gpt-3.5-turbo-0301,10169,True,0
gpt-3.5-turbo-0613,86632,False,1
gpt-4-0314,89594,False,1
gpt-4-0613,70695,False,1
gpt-3.5-turbo-0301,20198,False,1
gpt-3.5-turbo-0613,63505,False,1
gpt-4-0314,24077,True,1
gpt-4-0613,88645,False,1
gpt-3.5-turbo-0301,86529,False,1
gpt-3.5-turbo-0613,55791,False,1
gpt-4-0314,52623,False,0
gpt-4-0613,31973,True,0
gpt-3.5-turbo-0301,43186,False,1
gpt-3.5-turbo-0613,69010,False,1
gpt-4-0314,63242,False,1
gpt-4-0613,99402,False,1
gpt-3.5-turbo-0301,64169,False,1
gpt-3.5-turbo-0613,96624,False,1
gpt-4-0314,38932,False,1
gpt-4-0613,44746,False,1
gpt-3.5-turbo-0301,71090,False,1
gpt-3.5-turbo-0613,63590,False,1
gpt-4-0314,18955,False,1
gpt-4-0613,73838,False,1
gpt-3.5-turbo-0301,17312,False,1
gpt-3.5-turbo-0613,62900,False,1
gpt-4-0314,46751,True,1
gpt-4-0613,61667,True,0
gpt-3.5-turbo-0301,29850,False,1
gpt-3.5-turbo-0613,31935,False,0
gpt-4-0314,99494,False,1
gpt-4-0613,21036,False,1
gpt-3.5-turbo-0301,32415,False,1
gpt-3.5-turbo-0613,94141,False,0
gpt-4-0314,99317,True,1
gpt-4-0613,24253,False,1
gpt-3.5-turbo-0301,21188,False,1
gpt-3.5-turbo-0613,31803,False,1
gpt-4-0314,48142,False,1
gpt-4-0613,41367,False,1
gpt-3.5-turbo-0301,99962,False,1
gpt-3.5-turbo-0613,83096,False,1
gpt-4-0314,56738,False,1
gpt-4-0613,55806,False,1
gpt-3.5-turbo-0301,11857,False,1
gpt-3.5-turbo-0613,40896,False,1
gpt-4-0314,74951,False,0
gpt-4-0613,20948,False,1
gpt-3.5-turbo-0301,70990,False,1
gpt-3.5-turbo-0613,75473,False,0
gpt-4-0314,11367,False,0
gpt-4-0613,51280,False,1
gpt-3.5-turbo-0301,35265,False,1
gpt-3.5-turbo-0613,18234,False,1
gpt-4-0314,30133,True,1
gpt-4-0613,74227,False,1
gpt-3.5-turbo-0301,17333,True,0
gpt-3.5-turbo-0613,24724,False,1
gpt-4-0314,83396,False,1
gpt-4-0613,59556,False,1
gpt-3.5-turbo-0301,79742,False,1
gpt-3.5-turbo-0613,87619,False,0
gpt-4-0314,21020,False,1
gpt-4-0613,87250,False,1
gpt-3.5-turbo-0301,14147,False,1
gpt-3.5-turbo-0613,63177,False,0
gpt-4-0314,60079,False,0
gpt-4-0613,57177,False,1
gpt-3.5-turbo-0301,98516,False,1
gpt-3.5-turbo-0613,43175,False,0
gpt-4-0314,21279,False,0
gpt-4-0613,51886,False,1
gpt-3.5-turbo-0301,62105,False,1
gpt-3.5-turbo-0613,74327,False,1
gpt-4-0314,72781,False,0
gpt-4-0613,27510,False,1
gpt-3.5-turbo-0301,92708,False,1
gpt-3.5-turbo-0613,89815,False,0
gpt-4-0314,65506,False,1
gpt-4-0613,20304,False,1
gpt-3.5-turbo-0301,42064,False,1
gpt-3.5-turbo-0613,79018,False,1
gpt-4-0314,38353,False,0
gpt-4-0613,75172,False,1
gpt-3.5-turbo-0301,14229,False,1
gpt-3.5-turbo-0613,49096,False,1
gpt-4-0314,18199,True,1
gpt-4-0613,16837,False,1
gpt-3.5-turbo-0301,73981,False,1
gpt-3.5-turbo-0613,58085,False,1
gpt-4-0314,39510,False,1
gpt-4-0613,35979,False,0
gpt-3.5-turbo-0301,48694,False,1
gpt-3.5-turbo-0613,93541,False,0
gpt-4-0314,33910,False,1
gpt-4-0613,98549,False,1
gpt-3.5-turbo-0301,68681,False,1
gpt-3.5-turbo-0613,98674,False,1
gpt-4-0314,77516,False,1
gpt-4-0613,39962,False,1
gpt-3.5-turbo-0301,58453,True,0
gpt-3.5-turbo-0613,53600,False,1
gpt-4-0314,11259,False,0
gpt-4-0613,66507,False,1
gpt-3.5-turbo-0301,44123,True,0
gpt-3.5-turbo-0613,29335,False,0
gpt-4-0314,32821,False,0
gpt-4-0613,85778,False,1
gpt-3.5-turbo-0301,67899,False,1
gpt-3.5-turbo-0613,21271,False,0
gpt-4-0314,51179,False,0
gpt-4-0613,89972,False,1
gpt-3.5-turbo-0301,29548,False,1
gpt-3.5-turbo-0613,67070,False,1
gpt-4-0314,50687,False,0
gpt-4-0613,61517,False,1
gpt-3.5-turbo-0301,45232,False,1
gpt-3.5-turbo-0613,83882,False,1
gpt-4-0314,79594,False,1
gpt-4-0613,36929,True,0
gpt-3.5-turbo-0301,52068,False,1
gpt-3.5-turbo-0613,90503,False,0
gpt-4-0314,73282,False,1
gpt-4-0613,84732,False,1
gpt-3.5-turbo-0301,32086,False,1
gpt-3.5-turbo-0613,11265,False,0
gpt-4-0314,97258,False,1
gpt-4-0613,28421,False,1
gpt-3.5-turbo-0301,49297,True,0
gpt-3.5-turbo-0613,65547,False,1
gpt-4-0314,16153,False,0
gpt-4-0613,42265,False,1
gpt-3.5-turbo-0301,64297,False,1
gpt-3.5-turbo-0613,58698,False,1
gpt-4-0314,31684,False,1
gpt-4-0613,25520,False,1
gpt-3.5-turbo-0301,13585,False,1
gpt-3.5-turbo-0613,32257,True,1
gpt-4-0314,98427,False,0
gpt-4-0613,52758,False,1
gpt-3.5-turbo-0301,17458,False,1
gpt-3.5-turbo-0613,89475,False,1
gpt-4-0314,12524,False,1
gpt-4-0613,70160,False,1
gpt-3.5-turbo-0301,86754,False,1
gpt-3.5-turbo-0613,91385,False,0
gpt-4-0314,74388,False,1
gpt-4-0613,96121,False,1
gpt-3.5-turbo-0301,44100,False,1
gpt-3.5-turbo-0613,24394,False,1
gpt-4-0314,68913,False,0
gpt-4-0613,59219,True,0
gpt-3.5-turbo-0301,85784,False,1
gpt-3.5-turbo-0613,12975,False,0
gpt-4-0314,60887,True,1
gpt-4-0613,34978,False,1
gpt-3.5-turbo-0301,62425,False,1
gpt-3.5-turbo-0613,89541,False,0
gpt-4-0314,13815,False,0
gpt-4-0613,21348,False,1
gpt-3.5-turbo-0301,36430,False,1
gpt-3.5-turbo-0613,60333,False,1
gpt-4-0314,47477,False,0
gpt-4-0613,84907,False,1
gpt-3.5-turbo-0301,49852,False,1
gpt-3.5-turbo-0613,76393,False,0
gpt-4-0314,72727,True,1
gpt-4-0613,86827,False,1
gpt-3.5-turbo-0301,10937,True,0
gpt-3.5-turbo-0613,76172,False,1
gpt-4-0314,62849,False,0
gpt-4-0613,73574,False,1
gpt-3.5-turbo-0301,67252,False,1
gpt-3.5-turbo-0613,62014,False,0
gpt-4-0314,67247,True,1
gpt-4-0613,31695,False,1
gpt-3.5-turbo-0301,90902,False,0
gpt-3.5-turbo-0613,33025,False,1
gpt-4-0314,75737,False,0
gpt-4-0613,15312,False,1
gpt-3.5-turbo-0301,23052,False,1
gpt-3.5-turbo-0613,13523,True,1
gpt-4-0314,24176,False,1
gpt-4-0613,77546,False,1
gpt-3.5-turbo-0301,27207,False,1
gpt-3.5-turbo-0613,28904,False,1
gpt-4-0314,94287,False,0
gpt-4-0613,61928,False,1
gpt-3.5-turbo-0301,84305,False,1
gpt-3.5-turbo-0613,30835,False,0
gpt-4-0314,49919,True,1
gpt-4-0613,32733,False,1
gpt-3.5-turbo-0301,88099,False,1
gpt-3.5-turbo-0613,50268,False,1
gpt-4-0314,53147,True,1
gpt-4-0613,76151,False,0
gpt-3.5-turbo-0301,34961,True,1
gpt-3.5-turbo-0613,36089,False,0
gpt-4-0314,25773,False,0
gpt-4-0613,79905,False,1
gpt-3.5-turbo-0301,14875,False,1
gpt-3.5-turbo-0613,16288,False,1
gpt-4-0314,89245,False,0
gpt-4-0613,40428,False,1
gpt-3.5-turbo-0301,67233,False,1
gpt-3.5-turbo-0613,82554,False,1
gpt-4-0314,39810,False,1
gpt-4-0613,93289,False,1
gpt-3.5-turbo-0301,50340,False,1
gpt-3.5-turbo-0613,34033,True,1
gpt-4-0314,54061,False,0
gpt-4-0613,40769,False,1
gpt-3.5-turbo-0301,62123,False,1
gpt-3.5-turbo-0613,92365,False,0
gpt-4-0314,78422,False,1
gpt-4-0613,50828,False,1
gpt-3.5-turbo-0301,11748,False,1
gpt-3.5-turbo-0613,86592,False,1
gpt-4-0314,96660,False,1
gpt-4-0613,78543,False,1
gpt-3.5-turbo-0301,48943,False,1
gpt-3.5-turbo-0613,15098,False,1
gpt-4-0314,28399,False,0
gpt-4-0613,81081,False,1
gpt-3.5-turbo-0301,96796,False,1
gpt-3.5-turbo-0613,54108,False,1
gpt-4-0314,90378,False,1
gpt-4-0613,59514,False,1
gpt-3.5-turbo-0301,69695,False,1
gpt-3.5-turbo-0613,58948,False,1
gpt-4-0314,49150,False,1
gpt-4-0613,33636,False,1
gpt-3.5-turbo-0301,15261,False,1
gpt-3.5-turbo-0613,45984,False,1
gpt-4-0314,44590,False,1
gpt-4-0613,66756,False,1
gpt-3.5-turbo-0301,53583,False,1
gpt-3.5-turbo-0613,42759,False,1
gpt-4-0314,36824,False,1
gpt-4-0613,70455,False,1
gpt-3.5-turbo-0301,57152,False,1
gpt-3.5-turbo-0613,45101,False,0
gpt-4-0314,69013,False,0
gpt-4-0613,40006,False,1
gpt-3.5-turbo-0301,78387,False,1
gpt-3.5-turbo-0613,13286,False,1
gpt-4-0314,40012,False,1
gpt-4-0613,18393,False,1
gpt-3.5-turbo-0301,75443,False,1
gpt-3.5-turbo-0613,34699,False,0
gpt-4-0314,56200,False,1
gpt-4-0613,45185,False,1
gpt-3.5-turbo-0301,34484,False,1
gpt-3.5-turbo-0613,18879,False,1
gpt-4-0314,30584,False,1
gpt-4-0613,11510,False,1
gpt-3.5-turbo-0301,47436,False,1
gpt-3.5-turbo-0613,91418,False,1
gpt-4-0314,64331,False,0
gpt-4-0613,71809,True,0
gpt-3.5-turbo-0301,82457,True,0
gpt-3.5-turbo-0613,91035,False,1
gpt-4-0314,84883,False,0
gpt-4-0613,74891,True,0
gpt-3.5-turbo-0301,72229,True,0
gpt-3.5-turbo-0613,53174,False,1
gpt-4-0314,30622,False,1
gpt-4-0613,41777,True,0
gpt-3.5-turbo-0301,14665,False,1
gpt-3.5-turbo-0613,86379,False,1
gpt-4-0314,78583,True,1
gpt-4-0613,30999,False,1
gpt-3.5-turbo-0301,89202,False,1
gpt-3.5-turbo-0613,70014,False,1
gpt-4-0314,66085,False,1
gpt-4-0613,34125,False,1
gpt-3.5-turbo-0301,18239,False,1
gpt-3.5-turbo-0613,87683,True,1
gpt-4-0314,34259,True,1
gpt-4-0613,77265,False,1
gpt-3.5-turbo-0301,16719,False,1
gpt-3.5-turbo-0613,54542,False,1
gpt-4-0314,75191,False,0
gpt-4-0613,63890,False,1
gpt-3.5-turbo-0301,26684,False,1
gpt-3.5-turbo-0613,11643,False,0
gpt-4-0314,16637,False,0
gpt-4-0613,66375,False,1
gpt-3.5-turbo-0301,48085,False,1
gpt-3.5-turbo-0613,83881,False,0
gpt-4-0314,67805,False,1
gpt-4-0613,11954,False,1
gpt-3.5-turbo-0301,45175,False,1
gpt-3.5-turbo-0613,34415,False,0
gpt-4-0314,98594,False,1
gpt-4-0613,15591,False,1
gpt-3.5-turbo-0301,10361,False,1
gpt-3.5-turbo-0613,41216,False,1
gpt-4-0314,53555,False,0
gpt-4-0613,38157,False,1
gpt-3.5-turbo-0301,61911,False,1
gpt-3.5-turbo-0613,31633,False,0
gpt-4-0314,33268,False,1
gpt-4-0613,21943,True,0
gpt-3.5-turbo-0301,10518,False,1
gpt-3.5-turbo-0613,20423,False,0
gpt-4-0314,69441,False,0
gpt-4-0613,65364,False,1
gpt-3.5-turbo-0301,87830,False,1
gpt-3.5-turbo-0613,22233,False,1
gpt-4-0314,75495,False,1
gpt-4-0613,35545,False,1
gpt-3.5-turbo-0301,89437,False,1
gpt-3.5-turbo-0613,87055,False,0
gpt-4-0314,91257,False,1
